,0
CROT,True
CRP,False
CRSP8P,False
CRTAC1,True
CRTAM,False
CRTAP,True
CRTC1,True
CRTC2,True
CRTC3,True
CRX,False
CRY1,True
CRY2,True
CRYAA,True
CRYAB,True
CRYBA1,True
CRYBA2,True
CRYBA4,True
CRYBB1,True
CRYBB2,False
CRYBB2P1,True
CRYBB3,True
CRYBG3,True
CRYGA,False
CRYGB,False
CRYGC,False
CRYGD,False
CRYGN,True
CRYGS,True
CRYL1,True
CRYM,False
CRYM-AS1,True
CRYZ,True
CRYZL1,True
CS,True
CSAD,True
CSDC2,True
CSDE1,True
CSE1L,True
CSF1,True
CSF1R,True
CSF2,True
CSF2RB,False
CSF3,True
CSF3R,True
CSGALNACT1,True
CSGALNACT2,True
CSH1,True
CSH2,True
CSHL1,True
CSK,True
CSMD1,True
CSMD2,True
CSMD3,True
CSN1S1,False
CSN1S2AP,False
CSN1S2BP,False
CSN2,False
CSN3,False
CSNK1A1,True
CSNK1A1L,True
CSNK1A1P1,True
CSNK1D,True
CSNK1E,True
CSNK1G1,True
CSNK1G2,True
CSNK1G2-AS1,False
CSNK1G3,True
CSNK2A1,True
CSNK2A2,True
CSNK2A3,True
CSNK2B,True
CSPG4,True
CSPG5,True
CSPP1,True
CSRNP1,True
CSRNP2,True
CSRNP3,True
CSRP1,True
CSRP2,True
CSRP2BP,True
CSRP3,True
CST1,True
CST11,True
CST13P,True
CST2,False
CST3,True
CST4,True
CST5,False
CST6,True
CST7,False
CST8,False
CST9,True
CST9L,False
CSTA,False
CSTB,True
CSTF1,True
CSTF2T,True
CSTF3,True
CSTF3-AS1,True
CSTL1,True
CT49,False
CT60,False
CT62,True
CT64,False
CTAGE1,True
CTAGE10P,False
CTAGE11P,False
CTAGE4,True
CTAGE5,True
CTAGE7P,False
CTAGE9,True
CTBP1,True
CTBP1-AS1,True
CTBP2,True
CTBS,True
CTC1,True
CTCF,True
CTCFL,False
CTDNEP1,True
CTDP1,True
CTDSP1,True
CTDSP2,True
CTDSPL,True
CTDSPL2,True
CTF1,True
CTGF,True
CTH,True
CTHRC1,True
CTIF,True
CTLA4,False
CTNNA1,True
CTNNA2,True
CTNNA3,True
CTNNAL1,True
CTNNB1,True
CTNNBIP1,True
CTNNBL1,True
CTNND1,True
CTNND2,True
CTNS,True
CTPS1,True
CTR9,True
CTRB1,False
CTRB2,True
CTRC,False
CTRL,True
CTSA,True
CTSB,True
CTSC,True
CTSD,True
CTSE,True
CTSF,True
CTSG,False
CTSH,True
CTSK,True
CTSL1,True
CTSL1P2,False
CTSL1P8,True
CTSL2,True
CTSL3P,False
CTSO,True
CTSS,True
CTSW,True
CTSZ,True
CTTN,True
CTTNBP2,True
CTTNBP2NL,True
CTU1,True
CTU2,True
CTXN1,True
CTXN2,True
CTXN3,True
CUBN,False
CUEDC1,True
CUEDC2,True
CUL1,True
CUL2,True
CUL3,True
CUL4A,True
CUL5,True
CUL7,True
CUL9,True
CUTA,False
CUTC,True
CUX1,True
CUX2,True
CUZD1,False
CWC15,True
CWC22,True
CWC25,True
CWC27,True
CWF19L1,True
CWF19L2,True
CWH43,False
CX3CL1,True
CX3CR1,True
CXADR,True
CXADRP2,False
CXADRP3,False
CXCL1,True
CXCL10,False
CXCL11,False
CXCL12,True
CXCL13,False
CXCL14,True
CXCL16,True
CXCL17,True
CXCL2,True
CXCL3,True
CXCL5,True
CXCL6,True
CXCL9,True
CXCR1,True
CXCR2,False
CXCR2P1,False
CXCR4,True
CXCR5,True
CXCR6,True
CXCR7,True
CXXC1,True
CXXC11,True
CXXC4,True
CXXC5,True
CYB561,True
CYB561D1,True
CYB561D2,True
CYB5A,True
CYB5B,True
CYB5D1,True
CYB5D2,True
CYB5R1,True
CYB5R2,True
CYB5R3,True
CYB5R4,True
CYB5RL,True
CYBA,True
CYBRD1,True
CYC1,True
CYCS,True
CYCSP52,True
CYFIP1,True
CYFIP2,True
CYGB,True
CYHR1,True
CYLC2,False
CYLD,True
CYMP,True
CYP11A1,True
CYP11B1,False
CYP11B2,False
CYP17A1,True
CYP19A1,True
CYP1A1,True
CYP1A2,True
CYP1B1,True
CYP1B1-AS1,True
CYP20A1,True
CYP21A1P,False
CYP21A2,False
CYP24A1,True
CYP26A1,True
CYP26B1,True
CYP26C1,True
CYP27A1,True
CYP27B1,True
CYP27C1,True
CYP2A13,False
CYP2A6,True
CYP2A7,False
CYP2B6,False
CYP2B7P1,True
CYP2C18,False
CYP2C19,False
CYP2C8,False
CYP2C9,False
CYP2D6,True
CYP2D7P1,True
CYP2E1,True
CYP2F1,False
CYP2G1P,False
CYP2J2,True
CYP2R1,True
CYP2S1,True
CYP2U1,True
CYP2W1,True
CYP39A1,True
CYP3A4,True
CYP3A43,False
CYP3A5,True
CYP3A7,True
CYP3A7-CYP3AP1,True
CYP46A1,True
CYP4A11,False
CYP4A22,False
CYP4B1,False
CYP4F11,False
CYP4F12,True
CYP4F2,False
CYP4F22,False
CYP4F24P,True
CYP4F3,False
CYP4F30P,False
CYP4F35P,False
CYP4F8,False
CYP4V2,True
CYP4X1,False
CYP4Z1,False
CYP4Z2P,False
CYP51A1,True
CYP7A1,False
CYP7B1,True
CYP8B1,True
CYR61,True
CYS1,True
CYSLTR2,False
CYSTM1,True
CYTH1,True
CYTH2,True
CYTH3,True
CYTH4,True
CYTIP,True
CYTL1,True
CYYR1,False
D21S2088E,False
D2HGDH,True
DAAM1,True
DAAM2,True
DAB1,True
DAB2,True
DAB2IP,True
DACH1,True
DACT1,True
DACT2,False
DACT3,True
DACT3-AS1,False
DAD1,True
DAG1,True
DAGLA,True
DAGLB,True
DAK,True
DALRD3,True
DANCR,True
DAND5,True
DAO,True
DAOA,True
DAOA-AS1,False
DAP,True
DAP3,True
DAPK1,True
DAPK2,True
DAPK3,True
DAPL1,False
DAPP1,True
DARC,False
DARS,True
DARS2,True
DAW1,True
DAXX,True
DAZAP1,True
DAZAP2,True
DAZL,True
DBC1,True
DBF4,False
DBF4B,True
DBH,False
DBI,True
DBIL5P,True
DBIL5P2,False
DBN1,True
DBNDD1,True
DBNDD2,True
DBNL,True
DBP,True
DBR1,True
DBT,True
DBX1,True
DBX2,True
DCAF10,True
DCAF11,True
DCAF12,True
DCAF13,True
DCAF13P3,True
DCAF15,True
DCAF16,True
DCAF17,True
DCAF4,True
DCAF4L1,True
DCAF4L2,False
DCAF5,True
DCAF6,False
DCAF7,True
DCAF8,True
DCAKD,True
DCBLD1,True
DCBLD2,True
DCC,True
DCD,False
DCDC1,True
DCDC2,False
DCDC2B,True
DCDC5,False
DCHS1,True
DCHS2,True
DCK,True
DCLK1,True
DCLK2,True
DCLK3,True
DCLRE1A,True
DCLRE1B,True
DCLRE1C,True
DCN,True
DCP1A,True
DCP1B,True
DCP2,True
DCPS,True
DCST1,True
DCST2,True
DCSTAMP,True
DCT,True
DCTD,True
DCTN1,True
DCTN1-AS1,True
DCTN2,True
DCTN3,True
DCTN4,True
DCTN5,True
DCTN6,True
DCTPP1,True
DCUN1D1,True
DCUN1D2,True
DCUN1D3,True
DCUN1D4,True
DCUN1D5,True
DCXR,True
DDA1,True
DDAH1,True
DDAH2,True
DDB1,True
DDB2,True
DDC,False
DDHD1,True
DDHD2,True
DDI1,True
DDI2,True
DDIT3,True
DDIT4,True
DDIT4L,True
DDN,True
DDO,True
DDOST,True
DDR1,True
DDR2,True
DDRGK1,True
DDT,True
DDTL,False
DDX1,True
DDX10,True
DDX11,True
DDX11-AS1,False
DDX11L1,True
DDX11L10,False
DDX11L2,False
DDX11L5,False
DDX11L9,False
DDX12P,True
DDX17,True
DDX18,True
DDX19A,True
DDX19B,True
DDX20,True
DDX21,True
DDX23,True
DDX24,True
DDX25,True
DDX27,True
DDX28,True
DDX31,False
DDX39A,True
DDX39B,True
DDX4,False
DDX41,True
DDX42,True
DDX43,True
DDX46,True
DDX47,True
DDX49,True
DDX5,True
DDX50,True
DDX51,True
DDX52,True
DDX54,True
DDX55,True
DDX56,True
DDX58,True
DDX59,True
DDX6,True
DDX60,True
DDX60L,True
DEAF1,True
DEC1,True
DECR1,True
DECR2,True
DEDD,True
DEDD2,True
DEF6,True
DEF8,True
DEFA1,False
DEFA10P,False
DEFA11P,False
DEFA1B,False
DEFA4,False
DEFA5,False
DEFA6,True
DEFA8P,False
DEFA9P,True
DEFB1,False
DEFB103A,True
DEFB104B,False
DEFB105A,False
DEFB106A,False
DEFB107A,False
DEFB107B,False
DEFB108B,True
DEFB109P1,False
DEFB109P1B,True
DEFB110,False
DEFB112,False
DEFB113,False
DEFB114,False
DEFB115,False
DEFB116,True
DEFB118,False
DEFB119,False
DEFB121,True
DEFB122,False
DEFB123,False
DEFB124,True
DEFB125,False
DEFB126,False
DEFB127,False
DEFB128,False
DEFB129,False
DEFB130,False
DEFB131,False
DEFB132,True
DEFB133,False
DEFB134,True
DEFB135,True
DEFB136,True
DEFB4A,False
DEFB4B,False
DEGS1,True
DEGS2,True
DEK,True
DENND1A,True
DENND1B,True
DENND1C,True
DENND2A,True
DENND2C,True
DENND2D,True
DENND3,True
DENND4A,True
DENND4B,True
DENND4C,True
DENND5A,True
DENND5B,False
DENND5B-AS1,False
DENND6A,True
DENND6B,True
DENR,True
DEPDC1,True
DEPDC1B,True
DEPDC4,True
DEPDC5,True
DEPDC7,True
DEPTOR,True
DERA,True
DERL1,True
DERL2,True
DERL3,True
DES,True
DESI1,True
DESI2,True
DET1,True
DEXI,True
DFFA,True
DFFB,True
DFNA5,True
DFNB31,True
DFNB59,True
DGAT1,True
DGAT2,True
DGCR10,False
DGCR11,True
DGCR14,True
DGCR2,True
DGCR5,True
DGCR6,True
DGCR6L,True
DGCR8,True
DGCR9,False
DGKA,True
DGKB,True
DGKD,True
DGKE,True
DGKG,True
DGKH,True
DGKI,True
DGKQ,True
DGKZ,True
DGUOK,True
DHCR24,True
DHCR7,True
DHDDS,True
DHDH,True
DHFR,True
DHFRL1,False
DHH,True
DHODH,True
DHPS,True
DHRS1,True
DHRS11,True
DHRS12,True
DHRS13,True
DHRS2,True
DHRS3,True
DHRS4,False
DHRS4-AS1,True
DHRS4L1,True
DHRS4L2,True
DHRS7,True
DHRS7B,True
DHRS7C,True
DHRS9,False
DHTKD1,True
DHX15,True
DHX16,True
DHX29,True
DHX30,True
DHX32,True
DHX33,True
DHX34,True
DHX35,True
DHX36,True
DHX37,True
DHX38,False
DHX40,True
DHX57,True
DHX58,True
DHX8,True
DHX9,True
DIABLO,True
DIAPH1,True
DIAPH3,True
DIAPH3-AS1,False
DIAPH3-AS2,False
DICER1,True
DICER1-AS1,True
DIDO1,True
DIEXF,True
DIMT1,True
DIO1,True
DIO2,True
DIO2-AS1,True
DIO3,True
DIO3OS,True
DIP2A,True
DIP2A-IT1,True
DIP2B,True
DIP2C,True
DIRAS1,True
DIRAS2,True
DIRAS3,True
DIRC1,True
DIRC2,True
DIRC3,True
DIS3,True
DIS3L,True
DIS3L2,True
DISC1,True
DISC2,True
DISP1,True
DISP2,True
DIXDC1,True
DKFZP434A062,True
DKFZP434H168,True
DKFZP434I0714,True
DKFZp434J0226,False
DKFZP434K028,True
DKFZP434L187,False
DKFZp434L192,False
DKFZp451B082,False
DKFZp566F0947,True
DKFZP586I1420,False
DKFZP686I15217,True
DKFZp686K1684,False
DKFZp779M0652,True
DKK1,True
DKK2,True
DKK3,True
DKK4,True
DKKL1,True
DLAT,True
DLC1,True
DLD,True
DLEC1,True
DLEU1,False
DLEU2,True
DLEU2L,True
DLEU7,True
DLEU7-AS1,True
DLG1,True
DLG1-AS1,False
DLG2,True
DLG4,True
DLG5,True
DLG5-AS1,True
DLGAP1,False
DLGAP1-AS1,True
DLGAP1-AS3,True
DLGAP1-AS5,True
DLGAP2,False
DLGAP3,True
DLGAP4,False
DLGAP5,True
DLK1,False
DLK2,True
DLL1,True
DLL3,True
DLL4,True
DLST,True
DLX1,True
DLX2,True
DLX3,True
DLX4,True
DLX5,True
DLX6,False
DLX6-AS1,False
DMAP1,True
DMBT1,False
DMBX1,True
DMC1,True
DMGDH,True
DMKN,True
DMP1,False
DMPK,True
DMRT1,True
DMRT2,True
DMRT3,False
DMRTA1,True
DMRTA2,True
DMRTB1,False
DMRTC2,False
DMTF1,True
DMWD,True
DMXL1,True
DMXL2,True
DNA2,True
DNAAF1,True
DNAAF2,True
DNAAF3,True
DNAH1,True
DNAH10,True
DNAH11,True
DNAH12,True
DNAH14,True
DNAH17,False
DNAH2,True
DNAH3,True
DNAH5,True
DNAH6,True
DNAH7,True
DNAH8,True
DNAH9,True
DNAI1,True
DNAI2,False
DNAJA1,True
DNAJA1P5,False
DNAJA2,True
DNAJA3,True
DNAJA4,True
DNAJB1,True
DNAJB11,True
DNAJB12,True
DNAJB13,True
DNAJB14,True
DNAJB2,True
DNAJB3,False
DNAJB4,True
DNAJB5,True
DNAJB6,True
DNAJB7,False
DNAJB8,True
DNAJB8-AS1,False
DNAJB9,True
DNAJC1,True
DNAJC10,True
DNAJC11,True
DNAJC12,True
DNAJC13,True
DNAJC14,True
DNAJC15,True
DNAJC16,True
DNAJC17,True
DNAJC18,True
DNAJC19,True
DNAJC2,True
DNAJC21,True
DNAJC22,True
DNAJC24,True
DNAJC25,True
DNAJC25-GNG10,True
DNAJC27,True
DNAJC27-AS1,True
DNAJC28,True
DNAJC3,True
DNAJC30,True
DNAJC4,True
DNAJC5,True
DNAJC5B,True
DNAJC5G,True
DNAJC6,True
DNAJC7,True
DNAJC8,True
DNAJC9,True
DNAJC9-AS1,True
DNAL1,True
DNAL4,True
DNALI1,True
DNASE1,True
DNASE1L2,True
DNASE1L3,True
DNASE2,True
DNASE2B,True
DND1,True
DNER,True
DNHD1,True
DNLZ,True
DNM1,True
DNM1L,True
DNM1P35,True
DNM1P41,True
DNM1P46,True
DNM2,True
DNM3,True
DNM3OS,True
DNMBP,True
DNMBP-AS1,True
DNMT1,True
DNMT3A,True
DNMT3B,True
DNMT3L,False
DNPEP,True
DNPH1,True
DNTT,False
DNTTIP1,True
DNTTIP2,True
DOC2A,True
DOC2B,True
DOC2GP,True
DOCK1,True
DOCK10,True
DOCK2,True
DOCK3,True
DOCK4,True
DOCK5,True
DOCK6,True
DOCK7,True
DOCK8,True
DOCK9,True
DOHH,True
DOK1,True
DOK2,True
DOK3,True
DOK4,True
DOK5,True
DOK6,True
DOK7,True
DOLK,True
DOLPP1,True
DOM3Z,True
DONSON,True
DOPEY1,True
DOPEY2,True
DOT1L,True
DPAGT1,True
DPCD,True
DPCR1,True
DPEP1,True
DPEP2,True
DPEP3,True
DPF1,True
DPF2,True
DPF3,True
DPH1,True
DPH2,True
DPH3,True
DPH3P1,True
DPH5,True
DPM1,True
DPM2,True
DPM3,True
DPP10,False
DPP3,True
DPP4,True
DPP6,False
DPP7,True
DPP8,True
DPP9,True
DPPA2,False
DPPA2P3,True
DPPA3,False
DPPA4,True
DPPA5,False
DPRX,False
DPRXP4,True
DPT,True
DPY19L1,True
DPY19L1P1,False
DPY19L2,True
DPY19L2P1,True
DPY19L2P2,True
DPY19L2P3,False
DPY19L2P4,True
DPY19L3,True
DPY19L4,True
DPY30,True
DPYD,True
DPYD-AS1,False
DPYS,False
DPYSL2,True
DPYSL3,True
DPYSL4,True
DPYSL5,True
DQX1,True
DR1,True
DRAM1,True
DRAM2,True
DRAP1,True
DRAXIN,True
DRD1,True
DRD2,True
DRD3,True
DRD4,True
DRD5,False
DRG1,True
DRG2,True
DRGX,True
DROSHA,True
DSC1,False
DSC2,False
DSC3,False
DSCAM,True
DSCAM-AS1,False
DSCAM-IT1,True
DSCAML1,True
DSCC1,True
DSCR10,False
DSCR3,True
DSCR4,False
DSCR8,False
DSCR9,True
DSE,True
DSEL,False
DSG1,False
DSG2,True
DSG3,False
DSG4,False
DSN1,True
DSP,True
DSPP,False
DST,True
DSTN,True
DSTNP2,True
DSTYK,True
DTD1,True
DTD2,True
DTHD1,False
DTL,True
DTNA,True
DTNB,True
DTNBP1,True
DTWD1,True
DTWD2,True
DTX1,True
DTX2,True
DTX2P1-UPK3BP1-PMS2P11,False
DTX3,True
DTX3L,False
DTX4,True
DTYMK,True
DUOX1,True
DUOX2,True
DUOXA1,True
DUOXA2,True
DUPD1,True
DUS1L,True
DUS2L,True
DUS3L,True
DUS4L,True
DUSP1,True
DUSP10,True
DUSP11,True
DUSP12,True
DUSP13,True
DUSP14,True
DUSP15,True
DUSP16,True
DUSP18,True
DUSP19,True
DUSP2,True
DUSP22,True
DUSP23,True
DUSP26,True
DUSP27,True
DUSP28,True
DUSP3,True
DUSP4,True
DUSP5,True
DUSP5P1,True
DUSP6,True
DUSP7,True
DUSP8,True
DUT,True
DUX4L3,False
DUX4L4,True
DUXA,True
DVL1,True
DVL2,True
DVL3,True
DYDC1,False
DYDC2,False
DYM,True
DYNAP,False
DYNC1H1,True
DYNC1I1,True
DYNC1I2,True
DYNC1LI1,True
DYNC1LI2,True
DYNC2H1,True
DYNC2LI1,True
DYNLL1,True
DYNLL2,True
DYNLRB1,True
DYNLRB2,True
DYNLT1,True
DYRK1A,True
DYRK1B,True
DYRK2,True
DYRK3,True
DYRK4,True
DYSF,True
DYTN,False
DYX1C1,False
DYX1C1-CCPG1,False
DZANK1,True
DZIP1,True
DZIP1L,True
DZIP3,True
E2F1,True
E2F2,True
E2F3,True
E2F4,True
E2F5,True
E2F6,True
E2F7,True
E2F8,True
E4F1,True
EAF1,True
EAF2,True
EAPP,True
EARS2,True
EBAG9,True
EBF1,True
EBF2,True
EBF3,True
EBF4,True
EBI3,True
EBLN1,False
EBLN2,True
EBNA1BP2,False
EBPL,True
ECD,True
ECE1,True
ECE2,True
ECEL1,True
ECEL1P2,True
ECH1,True
ECHDC1,True
ECHDC2,True
ECHDC3,True
ECHS1,True
ECI1,True
ECI2,True
ECM1,True
ECM2,True
ECRP,False
ECSCR,True
ECSIT,True
ECT2,True
ECT2L,True
EDAR,True
EDARADD,True
EDC3,True
EDC4,True
EDDM3A,False
EDDM3B,False
EDEM1,True
EDEM2,True
EDEM3,True
EDF1,True
EDIL3,True
EDN1,True
EDN2,True
EDN3,False
EDNRA,True
EDNRB,False
EEA1,True
EED,True
EEF1A1,True
EEF1A2,True
EEF1B2,True
EEF1D,True
EEF1DP3,True
EEF1E1,True
EEF1E1-MUTED,True
EEF1G,True
EEF2,True
EEF2K,True
EEFSEC,True
EEPD1,True
EFCAB1,True
EFCAB10,True
EFCAB11,True
EFCAB12,True
EFCAB13,True
EFCAB14,True
EFCAB14-AS1,True
EFCAB2,True
EFCAB3,False
EFCAB4A,True
EFCAB4B,True
EFCAB5,True
EFCAB6,True
EFCAB6-AS1,False
EFCAB7,True
EFCAB9,False
EFCC1,True
EFEMP1,True
EFEMP2,True
EFHB,True
EFHC1,True
EFHD1,True
EFHD2,True
EFNA1,True
EFNA2,True
EFNA3,True
EFNA4,True
EFNA5,True
EFNB2,True
EFNB3,True
EFR3A,True
EFR3B,True
EFS,True
EFTUD1,True
EFTUD1P1,True
EFTUD2,True
EGF,True
EGFEM1P,True
EGFL7,True
EGFL8,True
EGFLAM,True
EGFLAM-AS4,True
EGFR,True
EGFR-AS1,True
EGLN1,True
EGLN2,True
EGLN3,True
EGOT,False
EGR1,True
EGR2,True
EGR3,True
EGR4,True
EHBP1,True
EHBP1L1,True
EHD1,True
EHD2,True
EHD3,True
EHD4,True
EHF,True
EHHADH,True
EHHADH-AS1,False
EHMT1,True
EHMT2,True
EI24,True
EID1,True
EID2,True
EID2B,True
EID3,True
EIF1,True
EIF1AD,True
EIF1B,True
EIF1B-AS1,True
EIF2A,True
EIF2AK1,True
EIF2AK2,True
EIF2AK3,True
EIF2AK4,True
EIF2B1,True
EIF2B2,True
EIF2B3,True
EIF2B4,True
EIF2B5,True
EIF2D,True
EIF2S1,True
EIF2S2,True
EIF3A,True
EIF3B,True
EIF3C,False
EIF3CL,False
EIF3D,True
EIF3E,True
EIF3F,True
EIF3G,True
EIF3H,True
EIF3I,True
EIF3IP1,False
EIF3J,True
EIF3K,True
EIF3L,True
EIF3M,True
EIF4A2,True
EIF4A3,True
EIF4B,True
EIF4E,True
EIF4E1B,True
EIF4E2,True
EIF4E3,True
EIF4EBP1,True
EIF4EBP2,True
EIF4EBP3,True
EIF4ENIF1,True
EIF4G1,True
EIF4G2,True
EIF4G3,True
EIF4H,True
EIF5,True
EIF5A,True
EIF5A2,True
EIF5AL1,True
EIF5B,True
EIF6,True
ELAC1,True
ELAC2,True
ELANE,True
ELAVL1,True
ELAVL2,True
ELAVL3,True
ELAVL4,False
ELF1,True
ELF2,False
ELF3,True
ELF5,True
ELFN1,True
ELFN2,True
ELK2AP,False
ELK3,True
ELK4,True
ELL,True
ELL2,True
ELL3,True
ELMO1,True
ELMO2,True
ELMO3,True
ELMOD1,True
ELMOD2,True
ELMOD3,True
ELMSAN1,True
ELN,True
ELOF1,True
ELOVL1,True
ELOVL2,False
ELOVL2-AS1,True
ELOVL3,True
ELOVL4,True
ELOVL5,True
ELOVL6,True
ELOVL7,True
ELP2,True
ELP3,True
ELP4,True
ELP5,True
ELP6,True
ELSPBP1,False
ELTD1,True
EMB,True
EMBP1,True
EMC1,True
EMC10,True
EMC2,True
EMC3,True
EMC4,True
EMC6,True
EMC7,True
EMC8,True
EMC9,True
EMCN,True
EMCN-IT3,False
EME1,True
EME2,True
EMG1,True
EMID1,True
EMILIN1,True
EMILIN2,True
EMILIN3,True
EML1,True
EML2,True
EML3,True
EML4,True
EML5,True
EML6,True
EMP1,True
EMP2,True
EMP3,True
EMR1,False
EMR2,True
EMR3,False
EMR4P,False
EMX1,True
EMX2,True
EMX2OS,True
EN1,True
EN2,True
ENAH,True
ENAM,True
ENC1,True
ENDOD1,True
ENDOG,True
ENDOU,True
ENDOV,True
ENG,True
ENGASE,True
ENHO,True
ENKD1,True
ENKUR,True
ENO1,True
ENO1-AS1,True
ENO2,True
ENO3,True
ENO4,True
ENOPH1,True
ENOSF1,True
ENOX1,True
ENPEP,True
ENPP1,True
ENPP2,True
ENPP3,True
ENPP4,True
ENPP5,True
ENPP6,False
ENPP7,True
ENSA,True
ENTHD1,False
ENTHD2,True
ENTPD1,False
ENTPD2,True
ENTPD3,True
ENTPD3-AS1,True
ENTPD4,True
ENTPD5,True
ENTPD6,True
ENTPD7,True
ENTPD8,True
ENY2,True
EOGT,True
EOMES,True
EP300,True
EP400,True
EP400NL,True
EPAS1,True
EPB41,True
EPB41L1,True
EPB41L2,True
EPB41L3,True
EPB41L4A,True
EPB41L4A-AS1,True
EPB41L4B,True
EPB41L5,True
EPB42,True
EPC1,True
EPC2,True
EPCAM,True
EPDR1,True
EPG5,True
EPGN,True
EPHA1,True
EPHA10,True
EPHA1-AS1,True
EPHA2,True
EPHA3,True
EPHA4,True
EPHA5,True
EPHA6,True
EPHA7,True
EPHA8,False
EPHB1,True
EPHB2,True
EPHB3,True
EPHB4,True
EPHB6,True
EPHX1,True
EPHX2,True
EPHX3,True
EPHX4,True
EPM2A,True
EPM2AIP1,True
EPN1,True
EPN2,True
EPN2-AS1,True
EPN2-IT1,True
EPN3,True
EPO,True
EPOR,True
EPPIN,True
EPPIN-WFDC6,True
EPPK1,True
EPRS,True
EPS15,True
EPS15L1,True
EPS8,True
EPS8L1,True
EPS8L2,True
EPS8L3,True
EPSTI1,True
EPT1,False
EPX,True
EPYC,True
EQTN,True
ERAL1,True
ERAP1,False
ERAP2,True
ERBB2,True
ERBB2IP,True
ERBB3,True
ERBB4,True
ERC1,True
ERC2,True
ERC2-IT1,True
ERCC1,True
ERCC2,True
ERCC3,True
ERCC4,True
ERCC5,False
ERCC6,True
ERCC6L2,True
ERCC8,True
EREG,True
ERF,True
ERG,True
ERGIC1,True
ERGIC2,True
ERGIC3,True
ERH,True
ERI1,True
ERI2,True
ERI3,True
ERICH1,True
ERICH1-AS1,True
ERLEC1,True
ERLIN1,True
ERLIN2,True
ERMAP,True
ERMN,True
ERMP1,True
ERN1,True
ERN2,True
ERO1L,True
ERO1LB,True
ERP27,True
ERP29,True
ERP44,True
ERRFI1,True
ERV3-1,True
ERVFRD-1,True
ERVK13-1,True
ERVMER34-1,True
ERVV-1,True
ERVV-2,False
ESAM,True
ESCO1,True
ESCO2,True
ESD,True
ESF1,True
ESM1,True
ESPL1,True
ESPN,True
ESPNL,True
ESPNP,False
ESR1,True
ESR2,True
ESRG,False
ESRP1,True
ESRP2,True
ESRRA,True
ESRRB,True
ESRRG,True
ESYT1,True
ESYT2,True
ESYT3,True
ETAA1,True
ETF1,True
ETFA,True
ETFB,True
ETFDH,True
ETHE1,True
ETNK1,True
ETNK2,True
ETS1,True
ETS2,True
ETV1,True
ETV2,True
ETV3,True
ETV3L,True
ETV4,True
ETV5,True
ETV6,True
ETV7,True
EVA1A,True
EVA1B,True
EVA1C,True
EVC,True
EVC2,True
EVI2A,True
EVI2B,True
EVI5,True
EVI5L,True
EVL,True
EVPL,True
EVPLL,True
EVX1,True
EVX2,True
EWSR1,True
EXD1,True
EXD2,True
EXD3,True
EXO1,True
EXO5,True
EXOC1,True
EXOC2,True
EXOC3,True
EXOC3L1,True
EXOC3L2,True
EXOC3L4,True
EXOC4,True
EXOC5,True
EXOC6,True
EXOC6B,True
EXOC7,True
EXOC8,True
EXOG,True
EXOSC1,True
EXOSC10,True
EXOSC2,True
EXOSC3,True
EXOSC4,True
EXOSC5,True
EXOSC6,True
EXOSC7,True
EXOSC8,True
EXOSC9,True
EXPH5,True
EXT1,True
EXT2,True
EXTL1,True
EXTL2,True
EXTL3,True
EYA1,True
EYA2,True
EYA3,True
EYA4,True
EYS,False
EZH1,True
EZH2,True
EZR,True
F10,True
F11,False
F11R,True
F12,True
F13A1,True
F13B,True
F2,True
F2R,True
F2RL1,True
F2RL2,True
F2RL3,True
F3,True
F5,True
F7,True
FA2H,True
FAAH,True
FABP1,False
FABP12,False
FABP2,False
FABP3,True
FABP4,True
FABP5,True
FABP5P3,True
FABP6,True
FABP7,False
FABP9,False
FADD,True
FADS1,True
FADS2,True
FADS3,True
FADS6,True
FAF1,True
FAF2,True
FAH,True
FAHD1,True
FAHD2A,True
FAHD2B,True
FAHD2CP,True
FAIM,True
FAIM2,True
FAIM3,True
FAM101A,True
FAM101B,False
FAM102A,True
FAM102B,True
FAM103A1,True
FAM104A,True
FAM105A,True
FAM105B,True
FAM106A,False
FAM106CP,False
FAM107A,True
FAM107B,True
FAM109A,True
FAM109B,True
FAM110A,True
FAM110B,True
FAM110C,True
FAM110D,True
FAM111A,True
FAM111B,True
FAM114A1,True
FAM114A2,True
FAM115A,True
FAM115C,True
FAM117A,True
FAM117B,True
FAM118A,True
FAM118B,True
FAM120A,False
FAM120AOS,True
FAM120B,True
FAM122A,True
FAM124A,True
FAM124B,True
FAM126A,True
FAM126B,True
FAM129A,True
FAM129B,True
FAM129C,False
FAM131A,True
FAM131B,True
FAM131C,True
FAM132A,True
FAM133B,True
FAM133CP,True
FAM134A,True
FAM134B,True
FAM134C,True
FAM135A,True
FAM135B,False
FAM136A,True
FAM138B,False
FAM138C,False
FAM138D,True
FAM138E,True
FAM13A,True
FAM13A-AS1,True
FAM13B,True
FAM13C,True
FAM149A,True
FAM149B1,True
FAM150A,True
FAM150B,True
FAM151A,False
FAM151B,True
FAM153A,False
FAM153B,False
FAM153C,True
FAM154A,True
FAM154B,True
FAM155A,True
FAM157A,False
FAM157B,False
FAM159A,True
FAM159B,True
FAM160A1,True
FAM160A2,True
FAM160B1,True
FAM160B2,True
FAM161A,True
FAM161B,False
FAM162A,True
FAM162B,True
FAM163A,True
FAM163B,True
FAM166A,True
FAM166B,True
FAM167A,True
FAM167B,True
FAM168A,True
FAM168B,True
FAM169A,True
FAM169B,True
FAM170A,False
FAM170B,True
