,0
LOC644936,False
LOC644961,True
LOC645166,True
LOC645249,True
LOC645355,False
LOC645434,True
LOC645513,True
LOC645638,True
LOC645752,False
LOC645949,False
LOC646168,False
LOC646214,False
LOC646268,True
LOC646278,False
LOC646329,True
LOC646471,True
LOC646498,False
LOC646626,False
LOC646719,True
LOC646736,False
LOC646743,False
LOC646762,True
LOC646813,False
LOC646862,True
LOC646903,True
LOC646938,True
LOC646999,True
LOC647323,True
LOC647859,False
LOC648691,True
LOC648987,True
LOC649133,True
LOC649330,True
LOC649352,False
LOC649395,False
LOC650226,False
LOC650293,False
LOC650368,True
LOC652276,True
LOC653160,True
LOC653501,False
LOC653513,False
LOC653653,True
LOC653712,True
LOC653786,False
LOC654342,True
LOC654433,True
LOC727677,True
LOC727896,True
LOC727924,False
LOC727982,False
LOC728012,False
LOC728024,True
LOC728040,False
LOC728084,True
LOC728175,True
LOC728228,True
LOC728323,True
LOC728342,False
LOC728392,True
LOC728407,False
LOC728431,True
LOC728463,False
LOC728537,True
LOC728554,False
LOC728606,False
LOC728613,True
LOC728716,False
LOC728724,True
LOC728730,True
LOC728739,True
LOC728743,True
LOC728752,True
LOC728819,True
LOC728875,True
LOC728989,False
LOC729020,True
LOC729041,False
LOC729059,True
LOC729080,False
LOC729121,False
LOC729176,True
LOC729177,False
LOC729444,False
LOC729506,True
LOC729603,True
LOC729683,True
LOC729732,True
LOC729737,False
LOC729739,True
LOC729852,True
LOC729911,False
LOC729950,False
LOC729966,True
LOC729970,True
LOC729987,True
LOC730101,True
LOC730102,True
LOC730159,False
LOC730183,True
LOC730227,True
LOC730441,False
LOC730668,True
LOC730811,True
LOC731223,True
LOC731275,True
LOC731424,True
LOC731779,False
LOC79015,True
LOC81691,True
LOC84931,True
LOC90246,True
LOC90784,True
LOC90834,True
LOC91450,True
LOC93432,False
LOC93622,True
LOC96610,True
LOH12CR1,True
LOH12CR2,True
LONP1,True
LONP2,True
LONRF1,True
LONRF2,True
LOR,True
LOX,True
LOXHD1,True
LOXL1,False
LOXL1-AS1,True
LOXL2,True
LOXL3,True
LOXL4,True
LPA,False
LPAL2,True
LPAR1,True
LPAR2,True
LPAR3,True
LPAR5,True
LPAR6,True
LPCAT1,True
LPCAT2,True
LPCAT3,True
LPCAT4,True
LPGAT1,True
LPHN1,True
LPHN2,True
LPHN3,False
LPIN1,True
LPIN2,True
LPIN3,True
LPL,True
LPO,True
LPP,True
LPP-AS2,True
LPPR1,True
LPPR2,True
LPPR3,True
LPPR4,True
LPPR5,False
LPXN,True
LRAT,True
LRBA,True
LRCH1,True
LRCH3,True
LRCH4,True
LRCOL1,True
LRFN1,True
LRFN2,True
LRFN3,True
LRFN4,True
LRFN5,True
LRG1,True
LRGUK,True
LRIF1,True
LRIG1,True
LRIG2,True
LRIG3,True
LRIT1,False
LRIT2,False
LRIT3,False
LRMP,False
LRP1,True
LRP10,True
LRP11,True
LRP12,True
LRP1B,True
LRP2,True
LRP2BP,False
LRP3,True
LRP4,True
LRP4-AS1,True
LRP5,True
LRP5L,False
LRP6,True
LRP8,True
LRPAP1,True
LRPPRC,True
LRR1,True
LRRC1,True
LRRC10,False
LRRC10B,True
LRRC14,True
LRRC14B,True
LRRC15,True
LRRC16A,True
LRRC16B,True
LRRC17,True
LRRC18,True
LRRC19,False
LRRC2,True
LRRC20,True
LRRC23,True
LRRC24,True
LRRC25,True
LRRC26,True
LRRC27,True
LRRC28,True
LRRC29,True
LRRC2-AS1,True
LRRC3,True
LRRC30,False
LRRC31,False
LRRC32,True
LRRC33,True
LRRC34,True
LRRC36,True
LRRC37A,True
LRRC37A11P,True
LRRC37A2,True
LRRC37A3,True
LRRC37A4P,True
LRRC37A5P,True
LRRC37A6P,True
LRRC37B,True
LRRC37BP1,True
LRRC38,True
LRRC39,False
LRRC3-AS1,True
LRRC3B,False
LRRC3C,True
LRRC4,True
LRRC40,True
LRRC41,True
LRRC42,True
LRRC43,False
LRRC45,True
LRRC46,True
LRRC47,True
LRRC48,True
LRRC49,True
LRRC4B,False
LRRC4C,True
LRRC52,False
LRRC55,False
LRRC56,True
LRRC57,True
LRRC58,True
LRRC59,True
LRRC6,True
LRRC61,False
LRRC66,True
LRRC69,False
LRRC7,False
LRRC70,True
LRRC71,True
LRRC72,False
LRRC73,True
LRRC8A,True
LRRC8B,True
LRRC8C,True
LRRC8D,True
LRRC8E,True
LRRC9,True
LRRCC1,True
LRRD1,False
LRRFIP1,True
LRRFIP2,True
LRRIQ1,True
LRRIQ3,True
LRRIQ4,True
LRRK1,True
LRRK2,True
LRRN1,False
LRRN2,True
LRRN3,True
LRRN4,True
LRRN4CL,True
LRRTM1,False
LRRTM2,True
LRRTM3,False
LRRTM4,False
LRSAM1,True
LRTM1,False
LRTM2,True
LRTOMT,True
LRWD1,True
LSAMP,True
LSG1,True
LSM1,True
LSM10,True
LSM11,True
LSM12,True
LSM14A,True
LSM14B,True
LSM2,True
LSM3,True
LSM4,True
LSM5,True
LSM6,True
LSM7,True
LSMD1,True
LSP1,False
LSP1P3,False
LSR,False
LSS,True
LST1,False
LTA,True
LTA4H,True
LTB,True
LTB4R,True
LTB4R2,True
LTBP1,True
LTBP2,True
LTBP3,True
LTBP4,True
LTBR,True
LTC4S,True
LTF,True
LTK,True
LTN1,True
LTV1,True
LUC7L,True
LUC7L2,True
LUC7L3,True
LUM,True
LURAP1,True
LURAP1L,True
LUST,True
LUZP1,True
LUZP2,True
LXN,True
LY6D,True
LY6E,True
LY6G5B,True
LY6G5C,True
LY6G6C,True
LY6G6D,True
LY6G6E,True
LY6G6F,True
LY6H,False
LY6K,True
LY75,True
LY75-CD302,True
LY86,False
LY86-AS1,True
LY9,False
LY96,True
LYAR,True
LYG1,True
LYG2,True
LYL1,True
LYN,True
LYNX1,True
LYPD1,True
LYPD2,True
LYPD3,True
LYPD4,False
LYPD5,True
LYPD6,True
LYPD6B,True
LYPD8,False
LYPLA1,True
LYPLA2,True
LYPLAL1,True
LYRM1,False
LYRM2,True
LYRM4,True
LYRM5,True
LYRM7,True
LYRM9,True
LYSMD1,True
LYSMD2,True
LYSMD3,True
LYSMD4,True
LYST,True
LYVE1,True
LYZ,False
LYZL1,False
LYZL2,True
LYZL4,False
LYZL6,True
LZIC,True
LZTFL1,True
LZTR1,True
LZTS1,False
LZTS1-AS1,True
LZTS2,True
M1AP,True
M6PR,True
MAATS1,True
MAB21L2,False
MAB21L3,True
MACC1,True
MACC1-AS1,False
MACF1,True
MACROD1,True
MACROD2,True
MACROD2-AS1,False
MAD1L1,True
MAD2L1,True
MAD2L1BP,True
MAD2L2,True
MADCAM1,True
MADD,True
MAEA,True
MAEL,False
MAF,True
MAF1,True
MAFA,True
MAFB,True
MAFF,True
MAFG,True
MAFG-AS1,True
MAFIP,False
MAFK,True
MAG,True
MAGEF1,True
MAGEL2,True
MAGI1,True
MAGI1-AS1,True
MAGI2,True
MAGI2-AS2,True
MAGI2-AS3,True
MAGI3,True
MAGOH,True
MAGOH2,False
MAGOHB,True
MAK,True
MAK16,True
MAL,True
MAL2,True
MALAT1,True
MALL,True
MALSU1,True
MALT1,True
MAMDC2,True
MAMDC4,True
MAML1,True
MAML2,True
MAML3,True
MAMSTR,True
MAN1A1,True
MAN1A2,True
MAN1B1,True
MAN1C1,True
MAN2A1,True
MAN2A2,True
MAN2B1,True
MAN2B2,True
MAN2C1,True
MANBA,True
MANBAL,True
MANEA,True
MANEAL,True
MANF,True
MANSC1,True
MANSC4,True
MAP10,True
MAP1A,True
MAP1B,True
MAP1LC3A,True
MAP1LC3B,True
MAP1LC3B2,True
MAP1LC3C,True
MAP1S,True
MAP2,True
MAP2K1,True
MAP2K2,True
MAP2K3,True
MAP2K4,True
MAP2K5,True
MAP2K6,True
MAP2K7,True
MAP3K1,True
MAP3K10,True
MAP3K11,True
MAP3K12,True
MAP3K13,True
MAP3K14,True
MAP3K14-AS1,True
MAP3K19,False
MAP3K2,False
MAP3K3,True
MAP3K4,True
MAP3K5,True
MAP3K6,True
MAP3K7,True
MAP3K8,True
MAP3K9,True
MAP4,True
MAP4K1,True
MAP4K2,True
MAP4K3,True
MAP4K4,True
MAP4K5,True
MAP6,True
MAP6D1,True
MAP7,True
MAP7D1,True
MAP9,True
MAPK1,True
MAPK10,True
MAPK11,True
MAPK12,True
MAPK13,True
MAPK14,True
MAPK15,True
MAPK1IP1L,True
MAPK3,True
MAPK4,True
MAPK6,True
MAPK7,True
MAPK8,True
MAPK8IP1,True
MAPK8IP2,True
MAPK8IP3,True
MAPK9,True
MAPKAP1,True
MAPKAPK2,True
MAPKAPK3,True
MAPKAPK5,True
MAPKAPK5-AS1,False
MAPKBP1,True
MAPRE1,True
MAPRE2,True
MAPRE3,True
MAPT,True
MAPT-AS1,True
MAPT-IT1,True
MARC1,True
MARC2,True
MARCH1,False
MARCH10,True
MARCH11,True
MARCH2,True
MARCH3,True
MARCH4,True
MARCH5,True
MARCH6,True
MARCH7,True
MARCH8,True
MARCH9,True
MARCKS,True
MARCKSL1,True
MARCO,False
MARK1,True
MARK2,True
MARK2P9,True
MARK3,True
MARK4,True
MARS,True
MARS2,True
MARVELD1,True
MARVELD2,True
MARVELD3,True
MAS1,True
MAS1L,True
MASP1,True
MASP2,True
MAST1,True
MAST2,True
MAST3,True
MAST4,True
MASTL,True
MAT1A,True
MAT2A,True
MAT2B,True
MATK,True
MATN1,True
MATN1-AS1,True
MATN2,True
MATN3,True
MATN4,True
MATR3,True
MAU2,True
MAVS,True
MAX,True
MAZ,True
MB,True
MB21D1,True
MB21D2,True
MBD1,True
MBD2,True
MBD3,True
MBD3L1,False
MBD3L2,False
MBD3L3,False
MBD3L4,False
MBD3L5,False
MBD4,True
MBD5,True
MBD6,True
MBIP,True
MBL1P,True
MBL2,True
MBLAC1,True
MBLAC2,True
MBNL1,True
MBNL1-AS1,True
MBNL2,True
MBOAT1,True
MBOAT2,True
MBOAT4,True
MBOAT7,True
MBP,True
MBTD1,True
MBTPS1,True
MC1R,True
MC2R,False
MC3R,True
MC4R,True
MC5R,True
MCAM,True
MCAT,True
MCC,True
MCCC1,True
MCCC2,True
MCCD1,False
MCEE,True
MCF2L,True
MCF2L2,True
MCF2L-AS1,True
MCFD2,True
MCHR1,True
MCHR2,True
MCL1,True
MCM10,True
MCM2,True
MCM3,True
MCM3AP,True
MCM3AP-AS1,True
MCM4,True
MCM5,True
MCM6,True
MCM7,True
MCM8,True
MCM9,True
MCMBP,True
MCMDC2,True
MCOLN1,True
MCOLN2,True
MCOLN3,True
MCPH1,True
MCRS1,True
MCTP1,True
MCTP2,True
MCU,True
MDC1,True
MDFI,True
MDFIC,True
MDGA1,True
MDGA2,True
MDH1,False
MDH1B,True
MDH2,True
MDK,True
MDM1,True
MDM2,True
MDM4,True
MDN1,True
MDP1,True
MDS2,False
ME1,True
ME2,True
ME3,True
MEA1,True
MEAF6,True
MECOM,True
MECR,True
MED1,True
MED10,True
MED11,True
MED12L,True
MED13,True
MED13L,True
MED15,True
MED16,True
MED17,True
MED18,True
MED19,True
MED20,True
MED21,True
MED22,True
MED23,True
MED24,True
MED25,True
MED26,True
MED27,True
MED28,True
MED29,True
MED30,True
MED31,True
MED4,True
MED4-AS1,False
MED6,True
MED7,True
MED8,True
MED9,True
MEDAG,True
MEF2A,True
MEF2B,True
MEF2BNB,True
MEF2BNB-MEF2B,True
MEF2C,False
MEF2D,True
MEFV,False
MEG3,True
MEG8,False
MEG9,True
MEGF10,True
MEGF11,True
MEGF6,True
MEGF8,True
MEGF9,True
MEI1,True
MEIG1,True
MEIOB,True
MEIS1,True
MEIS1-AS3,True
MEIS2,True
MEIS3,True
MEIS3P1,True
MELK,True
MEMO1,True
MEN1,True
MEOX1,True
MEOX2,True
MEP1A,False
MEP1B,False
MEPCE,True
MEPE,True
MERTK,True
MESDC1,True
MESDC2,True
MESP1,True
MESP2,True
MEST,True
MESTIT1,True
MET,True
METAP1,True
METAP1D,True
METAP2,True
METRN,True
METRNL,True
METTL1,True
METTL10,True
METTL11B,False
METTL12,True
METTL13,True
METTL14,True
METTL15,True
METTL16,True
METTL17,True
METTL18,True
METTL20,True
METTL21A,True
METTL21B,True
METTL21C,True
METTL21D,True
METTL21EP,True
METTL22,True
METTL23,True
METTL24,True
METTL25,False
METTL2A,True
METTL2B,True
METTL3,True
METTL4,True
METTL5,True
METTL6,True
METTL7A,True
METTL7B,True
METTL8,True
METTL9,True
MEX3A,True
MEX3B,True
MEX3C,True
MEX3D,True
MFAP1,True
MFAP2,True
MFAP3,True
MFAP3L,True
MFAP4,True
MFAP5,True
MFF,True
MFGE8,True
MFHAS1,True
MFI2,True
MFI2-AS1,True
MFN1,True
MFN2,True
MFNG,True
MFSD1,True
MFSD10,True
MFSD11,True
MFSD12,True
MFSD2A,True
MFSD2B,True
MFSD3,True
MFSD4,True
MFSD5,True
MFSD6,True
MFSD6L,False
MFSD7,True
MFSD8,True
MFSD9,True
MGA,True
MGAM,False
MGARP,True
MGAT1,True
MGAT2,True
MGAT3,True
MGAT4A,True
MGAT4B,True
MGAT4C,False
MGAT5,True
MGAT5B,True
MGC12916,True
MGC15885,True
MGC16025,True
MGC16142,False
MGC16275,True
MGC21881,True
MGC27345,False
MGC27382,True
MGC2752,True
MGC2889,True
MGC32805,True
MGC34034,False
MGC34796,False
MGC39372,True
MGC39584,False
MGC45800,True
MGC45922,True
MGC57346,True
MGC70870,False
MGC72080,True
MGEA5,True
MGLL,True
MGME1,True
MGMT,True
MGP,True
MGRN1,True
MGST1,True
MGST2,True
MGST3,True
MIA,True
MIA2,True
MIA3,True
MIA-RAB4B,True
MIAT,True
MIB1,True
MIB2,True
MICA,True
MICAL1,True
MICAL2,True
MICAL3,True
MICALCL,True
MICALL1,True
MICALL2,True
MICB,True
MICU1,True
MIDN,True
MIEN1,True
MIER1,True
MIER2,True
MIER3,True
MIF,True
MIF4GD,True
MIIP,True
MILR1,True
MIMT1,True
MINA,True
MINK1,True
MINOS1,True
MINOS1P1,True
MINPP1,True
MIOS,True
MIOX,True
MIP,False
MIPEP,True
MIPEPP3,True
MIPOL1,True
MIR100,True
MIR100HG,True
MIR101-1,True
MIR101-2,True
MIR103A1,True
MIR103A2,True
MIR103B1,True
MIR103B2,True
MIR106B,True
MIR107,True
MIR10A,True
MIR10B,True
MIR1-1,False
MIR1178,True
MIR1179,True
MIR1180,True
MIR1181,True
MIR1182,True
MIR1185-1,False
MIR1185-2,False
MIR1193,False
MIR1197,False
MIR1-2,False
MIR1200,True
MIR1203,False
MIR1204,True
MIR1205,True
MIR1206,True
MIR1207,True
MIR1208,True
MIR122,True
MIR1224,True
MIR1225,True
MIR1226,True
MIR1227,True
MIR1228,True
MIR1229,True
MIR1231,True
MIR1233-2,True
MIR1234,True
MIR1236,False
MIR1237,True
MIR1238,True
MIR124-1,True
MIR124-2,True
MIR1243,True
MIR124-3,True
MIR1244-1,True
MIR1244-2,False
MIR1245A,True
MIR1245B,True
MIR1246,False
MIR1247,True
MIR1249,True
MIR1250,False
MIR1251,False
MIR1252,True
MIR1253,True
MIR1257,True
MIR1258,True
MIR125A,True
MIR125B1,True
MIR125B2,True
MIR126,True
MIR1260A,False
MIR1260B,True
MIR1262,True
MIR1265,True
MIR1266,True
MIR127,False
MIR1270-1,False
MIR1272,True
MIR1275,False
MIR1276,True
MIR1278,True
MIR1279,True
MIR1281,True
MIR128-1,True
MIR1282,True
MIR128-2,False
MIR1283-1,False
MIR1283-2,False
MIR1284,True
MIR1286,True
MIR1287,True
MIR1288,True
MIR1289-2,True
MIR129-1,True
MIR1292,True
MIR129-2,True
MIR1293,True
MIR1295A,True
MIR1295B,False
MIR1296,True
MIR1297,False
MIR1301,True
MIR1304,True
MIR1305,True
MIR1306,True
MIR1307,True
MIR130A,True
MIR130B,True
MIR132,True
MIR1322,True
MIR1323,False
MIR1324,True
MIR133A1,False
MIR133A2,False
MIR133B,False
MIR134,True
MIR1343,False
MIR135A1,True
MIR135A2,False
MIR135B,True
MIR136,False
MIR137,True
MIR137HG,True
MIR138-1,True
MIR138-2,True
MIR139,True
MIR140,True
MIR141,True
MIR142,True
MIR143,True
MIR143HG,True
MIR144,False
MIR1469,True
MIR146A,True
MIR146B,True
MIR1470,True
MIR1471,False
MIR147A,False
MIR147B,True
MIR148A,True
MIR148B,True
MIR149,True
MIR150,True
MIR152,True
MIR153-1,True
MIR153-2,True
MIR1537,True
MIR1538,True
MIR1539,True
MIR154,True
MIR155,True
MIR155HG,True
MIR15B,True
MIR16-1,True
MIR16-2,True
MIR17HG,True
MIR181A1,True
MIR181A2,False
MIR181A2HG,False
MIR181B1,True
MIR181B2,False
MIR181C,True
MIR181D,True
MIR182,True
MIR1827,True
MIR183,True
MIR184,True
MIR185,True
MIR186,True
MIR187,False
MIR1908,True
MIR1909,True
MIR190A,True
MIR190B,True
MIR191,True
MIR1910,True
MIR1913,True
MIR1914,True
MIR1915,True
MIR192,True
MIR193A,True
MIR193B,True
MIR194-1,True
MIR194-2,True
MIR196A1,True
MIR196A2,True
MIR196B,True
MIR197,True
MIR1972-1,False
MIR1973,False
MIR1976,True
MIR198,True
MIR199A1,True
MIR199B,True
MIR19B1,True
MIR200A,False
MIR200B,False
MIR200C,True
MIR202,True
MIR203,False
MIR204,False
MIR205,True
MIR2052,True
MIR2053,False
MIR2054,False
MIR205HG,True
MIR206,False
MIR208A,False
MIR208B,True
MIR21,True
MIR210,True
MIR210HG,True
MIR211,False
MIR2110,True
MIR2113,False
MIR2116,True
MIR2117,True
MIR212,True
MIR215,True
MIR216A,True
MIR216B,True
MIR217,True
MIR218-1,True
MIR218-2,True
MIR219-1,True
MIR219-2,True
MIR22,True
MIR2276,True
MIR2277,True
MIR2278,True
MIR22HG,True
MIR2355,True
MIR2392,True
MIR23B,True
MIR2467,True
MIR25,True
MIR2681,True
MIR2682,True
MIR26A1,True
MIR26A2,True
MIR26B,True
MIR2909,True
MIR296,True
MIR2964A,True
MIR298,True
MIR299,True
MIR29A,True
MIR29B1,True
MIR29C,True
MIR300,False
MIR301A,True
MIR301B,True
MIR302B,False
MIR302F,False
MIR3064,True
MIR3065,True
MIR3074,True
MIR30A,True
MIR30B,True
MIR30C1,True
MIR30C2,False
MIR30D,True
MIR30E,True
MIR31,True
MIR3115,True
MIR3117,True
MIR3119-1,True
MIR3120,True
MIR3121,True
MIR3122,True
MIR3123,True
MIR3124,True
MIR3125,True
MIR3126,True
MIR3127,True
MIR3128,True
MIR3129,True
MIR3130-1,True
MIR3131,True
MIR3132,True
MIR3134,True
MIR3136,True
MIR3138,True
MIR3140,True
MIR3141,True
MIR3142,True
MIR3143,True
MIR3145,True
MIR3146,True
MIR3147,False
MIR3148,True
MIR3150A,True
MIR3150B,True
MIR3151,True
MIR3152,True
MIR3153,True
MIR3154,True
MIR3155A,True
MIR3155B,True
MIR3156-1,False
MIR3156-2,False
MIR3156-3,False
MIR3157,True
MIR3158-2,True
MIR3160-1,True
MIR3160-2,True
MIR3162,True
MIR3165,True
MIR3167,True
MIR3169,False
MIR3170,True
MIR3173,True
MIR3175,True
MIR3176,True
MIR3177,True
MIR3178,True
MIR3179-3,False
MIR3180-3,False
MIR3180-4,True
MIR3180-5,True
MIR3182,True
MIR3183,True
MIR3184,False
MIR3185,True
MIR3186,False
MIR3187,True
MIR3188,True
MIR3189,True
MIR3190,True
MIR3191,True
MIR3192,True
MIR3193,True
MIR3194,True
MIR3196,True
MIR3197,True
MIR3198-1,True
MIR3198-2,True
MIR3199-1,True
MIR3199-2,True
MIR31HG,True
MIR32,True
MIR3200,True
MIR3201,False
MIR320A,True
MIR320B1,True
MIR320B2,True
MIR320C1,False
MIR320C2,False
MIR320D1,False
MIR320E,True
MIR323A,False
MIR323B,True
MIR324,True
MIR326,True
MIR328,True
MIR329-1,False
MIR329-2,False
MIR330,True
MIR331,True
MIR335,True
MIR337,True
MIR338,False
MIR339,True
MIR33A,True
MIR33B,True
MIR340,True
MIR345,True
MIR346,True
MIR34A,True
MIR34B,True
MIR34C,True
MIR3529,True
MIR3545,False
MIR3591,True
MIR3605,True
MIR3606,True
MIR3607,True
MIR3609,True
MIR3610,True
MIR3612,False
MIR3613,True
MIR3614,True
MIR3615,True
MIR3616,True
MIR3618,True
MIR3619,True
MIR3620,True
MIR3621,True
MIR3622A,False
MIR3622B,False
MIR3646,False
MIR3649,True
MIR3650,True
MIR3652,True
MIR3653,True
MIR3656,True
MIR3658,True
MIR3659,False
MIR365A,True
MIR365B,True
MIR3660,True
MIR3661,False
MIR3662,True
MIR3663,True
MIR3664,True
MIR3665,False
MIR3666,True
MIR3668,True
MIR3671,True
MIR3675,False
MIR3676,True
MIR3677,True
MIR3678,True
MIR3679,True
MIR3682,True
MIR3684,True
MIR3685,True
MIR3688-1,False
MIR3688-2,False
MIR3689A,True
MIR3689B,True
MIR3689C,True
MIR3689D1,True
MIR3689D2,True
MIR3689E,True
MIR3689F,True
MIR369,True
MIR3691,True
MIR3692,True
MIR3714,True
MIR371B,False
MIR372,False
MIR373,True
MIR375,True
MIR376A1,False
MIR376A2,False
MIR376B,False
MIR376C,False
MIR377,True
MIR378C,False
MIR378D1,False
MIR378D2,True
MIR378E,True
MIR378F,True
MIR379,True
MIR380,False
MIR381,True
MIR382,True
MIR383,True
MIR3907,True
MIR3908,True
MIR3909,True
MIR3910-1,False
MIR3910-2,False
MIR3911,True
MIR3912,True
MIR3913-1,True
MIR3913-2,True
MIR3914-1,False
MIR3914-2,True
MIR3916,False
MIR3917,True
MIR3918,False
MIR3919,False
MIR3920,True
MIR3921,True
MIR3922,True
MIR3924,False
MIR3925,True
MIR3926-1,True
MIR3926-2,True
MIR3928,True
MIR3935,True
MIR3936,True
MIR3938,True
MIR3939,True
MIR3940,True
MIR3941,True
MIR3942,False
MIR3943,True
MIR3944,True
MIR3945,False
MIR3960,True
MIR3973,True
MIR3974,False
MIR3975,False
MIR3976,False
MIR3977,False
MIR409,True
MIR410,True
MIR411,True
MIR412,True
MIR423,True
MIR425,True
MIR4251,True
MIR4252,True
MIR4253,True
MIR4254,True
MIR4255,False
MIR4256,True
MIR4257,True
MIR4258,True
MIR4260,True
MIR4261,False
MIR4262,True
MIR4263,True
MIR4264,False
MIR4265,True
MIR4266,True
MIR4267,False
MIR4268,True
MIR4269,True
MIR4270,True
MIR4271,True
MIR4272,False
MIR4274,True
MIR4275,False
MIR4276,True
MIR4277,False
MIR4278,True
MIR4279,True
MIR4280,True
MIR4281,True
MIR4282,True
MIR4284,True
MIR4285,True
MIR4287,True
MIR4288,False
MIR4289,True
MIR429,False
MIR4290,True
MIR4291,False
MIR4292,True
MIR4294,True
MIR4295,True
MIR4296,True
MIR4297,True
MIR4298,True
MIR4299,False
MIR4300,False
MIR4301,True
MIR4302,False
MIR4303,False
MIR4304,True
MIR4305,True
MIR4306,True
MIR4307,False
MIR4308,True
MIR4309,True
MIR431,False
MIR4310,True
MIR4311,False
MIR4312,True
MIR4313,True
MIR4314,False
MIR4315-1,True
MIR4316,True
MIR4317,True
MIR4318,False
MIR4319,True
MIR432,False
MIR4320,True
MIR4321,True
MIR4322,True
MIR4323,True
MIR4324,True
MIR4325,True
MIR4326,True
MIR4327,False
MIR433,False
MIR4417,False
MIR4420,True
MIR4422,False
MIR4423,True
MIR4424,False
MIR4427,True
MIR4429,False
MIR4432,True
MIR4434,True
MIR4435-1,True
MIR4436A,False
MIR4436B1,True
MIR4437,False
MIR4439,True
MIR4440,True
MIR4441,True
MIR4442,True
MIR4443,True
MIR4444-1,False
MIR4446,True
MIR4449,True
MIR4450,True
MIR4451,True
MIR4454,False
MIR4456,True
MIR4457,True
MIR4458,True
MIR4460,False
MIR4461,True
MIR4462,True
MIR4464,False
MIR4465,False
MIR4466,True
MIR4467,True
MIR4468,False
MIR4469,True
MIR4470,True
MIR4471,False
MIR4472-1,False
MIR4472-2,True
MIR4473,True
MIR4474,True
MIR4475,False
MIR4476,True
MIR4478,True
MIR4479,True
MIR4480,True
MIR4482-1,True
MIR4483,False
MIR4484,False
MIR4486,False
MIR4488,True
MIR4489,True
MIR4490,False
MIR4491,True
MIR4492,True
MIR4493,False
MIR4497,False
MIR4498,True
MIR4499,True
MIR449A,True
MIR449B,True
MIR449C,True
MIR4500,True
MIR4500HG,True
MIR4503,True
MIR4505,True
MIR4508,True
MIR4510,False
MIR4511,True
MIR4513,True
MIR4514,True
MIR4515,True
MIR4516,True
MIR4517,True
MIR4518,True
MIR4519,True
MIR451A,False
MIR451B,False
MIR4520A,True
MIR4520B,True
MIR4521,True
MIR4522,True
MIR4523,True
MIR4524A,True
MIR4524B,False
MIR4526,True
MIR4529,False
MIR4530,True
MIR4531,True
MIR4532,False
MIR4533,False
MIR4534,False
MIR4535,False
MIR454,True
MIR4540,True
MIR455,True
MIR4632,True
MIR4633,True
MIR4634,True
MIR4635,True
MIR4636,True
MIR4637,True
MIR4638,True
MIR4639,True
MIR4640,True
MIR4641,True
MIR4642,True
MIR4643,False
MIR4644,True
MIR4645,True
MIR4646,True
MIR4647,True
MIR4648,True
MIR4649,True
MIR4650-1,True
MIR4650-2,True
MIR4651,True
MIR4652,True
MIR4653,True
MIR4654,True
MIR4655,True
MIR4656,True
MIR4658,True
MIR4659A,True
MIR4659B,False
MIR4660,True
MIR4661,False
MIR4663,True
MIR4664,True
MIR4665,True
MIR4666A,True
MIR4667,True
MIR4668,True
MIR4669,True
MIR4670,True
MIR4671,True
MIR4672,True
MIR4673,True
MIR4674,True
MIR4675,False
MIR4676,True
MIR4677,True
MIR4678,True
MIR4679-1,True
MIR4679-2,True
MIR4680,True
MIR4681,True
MIR4682,False
MIR4684,True
MIR4685,True
MIR4686,True
MIR4687,True
MIR4688,True
MIR4689,True
MIR4690,True
MIR4691,True
MIR4692,True
MIR4693,True
MIR4694,True
MIR4695,True
MIR4696,True
MIR4698,True
MIR4699,True
MIR4700,True
MIR4701,True
MIR4703,False
MIR4705,True
MIR4706,True
MIR4707,True
MIR4708,True
MIR4709,True
MIR4710,True
MIR4711,True
MIR4712,True
MIR4713,True
MIR4714,True
MIR4715,True
MIR4716,True
MIR4717,False
MIR4718,True
MIR4719,False
MIR4720,False
MIR4721,True
MIR4722,True
MIR4723,True
MIR4724,True
MIR4725,True
MIR4726,True
MIR4727,True
MIR4728,True
MIR4729,True
MIR4730,True
MIR4731,True
MIR4732,False
MIR4733,True
MIR4734,True
MIR4735,True
MIR4736,True
MIR4737,True
MIR4738,True
MIR4739,True
MIR4740,False
MIR4741,True
MIR4742,True
MIR4743,True
MIR4744,True
MIR4745,True
MIR4746,True
MIR4747,True
MIR4748,True
MIR4749,True
MIR4750,True
MIR4751,True
MIR4752,False
MIR4753,True
MIR4754,True
MIR4755,True
MIR4756,True
MIR4757,True
MIR4758,True
MIR4759,True
MIR4760,True
MIR4761,True
MIR4762,True
MIR4763,True
MIR4764,True
MIR4765,True
MIR4766,True
MIR4772,False
MIR4773-2,True
MIR4774,True
MIR4775,True
MIR4776-2,True
MIR4777,True
MIR4778,False
MIR4779,True
MIR4780,True
MIR4781,True
MIR4782,True
MIR4783,False
MIR4784,False
MIR4785,True
MIR4786,True
MIR4787,True
MIR4788,True
MIR4789,False
MIR4790,True
MIR4791,False
MIR4792,True
MIR4793,True
MIR4794,True
MIR4795,True
MIR4796,True
MIR4797,True
MIR4798,True
MIR4799,True
MIR4800,True
MIR4801,True
MIR4802,True
MIR4803,True
MIR4804,True
MIR483,True
MIR484,True
MIR485,True
MIR486,True
MIR487A,True
MIR487B,True
MIR488,True
MIR489,False
MIR490,True
MIR491,True
MIR493,True
MIR494,False
MIR495,False
MIR496,True
MIR497,True
MIR497HG,True
MIR498,False
MIR4999,False
MIR499A,True
MIR499B,True
